Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Days upon Outcome
A676270,,7/12/14,5:18PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A679033,*Charlie,7/12/14,5:18PM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,90
A679593,*Snickerdood,7/12/14,5:27PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,90
A682024,Bruce Wayne,7/12/14,5:34PM,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,60
A678798,*Jaime,7/12/14,5:35PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60
A679550,*Susie,7/12/14,5:42PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A677892,*Pabst,7/12/14,5:47PM,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Australian Shepherd,White/Tan,730
A676271,,7/12/14,5:49PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A682562,*Tex,7/12/14,5:49PM,Adoption,,Dog,Neutered Male,1 year,Blue Lacy Mix,Tan/White,365
A683275,,7/12/14,5:56PM,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange,1095
A682624,Stella,7/12/14,6:02PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby,60
A682418,,7/12/14,6:27PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black,60
A683105,,7/12/14,6:30PM,Adoption,,Dog,Neutered Male,2 years,West Highland,White,730
A679832,*Charlie,7/12/14,6:34PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A683067,Gusto,7/12/14,6:40PM,Adoption,,Dog,Intact Male,4 years,Labrador Retriever,Cream,1460
A676210,Jack,7/12/14,6:41PM,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black,90
A614657,Chloe,7/12/14,6:43PM,Adoption,,Dog,Spayed Female,5 years,Collie Rough/Pointer,Tan/White,1825
A678085,*Laurel,7/12/14,6:45PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A677989,*Duncan,7/12/14,6:54PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke,90
A677991,*Fred,7/12/14,6:56PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke,90
A681852,Pip,7/12/14,7:04PM,Adoption,,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby,30
A678614,*Jason,7/12/14,7:08PM,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,90
A678613,*Jay,7/12/14,7:17PM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90
A678793,*Norman,7/12/14,7:17PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,90
A679692,*Ruby,7/12/14,7:24PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,730
A683062,,7/12/14,7:31PM,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Lilac Point,60
A678096,*Dennis,7/12/14,7:37PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90
A682780,*Celine,7/12/14,7:39PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A678520,*Lewis,7/12/14,7:42PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Black,90
A681352,*Charlotte,7/12/14,7:46PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,60
A678826,*Felicity,7/12/14,7:47PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90
A678769,*Emma,7/12/14,7:48PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A682501,Samus,7/12/14,7:48PM,Adoption,,Dog,Spayed Female,2 months,Redbone Hound/Anatol Shepherd,Brown/White,60
A680281,*Wendy,7/12/14,7:49PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,60
A683286,,7/12/14,7:50PM,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Torbie,60
A680051,*Henry,7/12/14,7:55PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A680712,*Rhoda,7/12/14,7:55PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,60
A683285,,7/12/14,7:56PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A678521,*Leo,7/12/14,7:57PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,90
A680713,*Mary,7/12/14,7:59PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Orange Tabby,60
A678519,*Lily,7/12/14,8:01PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90
A677990,*Graham,7/12/14,8:01PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke,90
A676727,Desdemona,7/12/14,8:02PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A681710,*Bettina,7/12/14,8:03PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico,60
A680336,*Buddy,7/12/14,8:04PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60
A677992,*Astaire,7/12/14,8:06PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,90
A681419,,7/12/14,8:09PM,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,30
A678777,*Eloise,7/12/14,8:09PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,60
A681711,*Bobby,7/12/14,8:11PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60
A679921,Smokey,7/12/14,8:12PM,Adoption,Foster,Cat,Neutered Male,2 months,Russian Blue Mix,Blue,60
A680471,*Adorable,7/12/14,8:12PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue,60
A676728,Macduff,7/12/14,8:15PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60
A681353,*Lennox,7/12/14,8:18PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60
A678666,,7/12/14,8:23PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,60
A678348,*Maybe,7/12/14,8:23PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Orange Tabby/White,90
A683101,,7/12/14,8:25PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Seal Point,60
A679752,*Patches,7/12/14,8:26PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Brown Tabby,60
A678670,Chiquita,7/12/14,8:27PM,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby,30
A683102,,7/12/14,8:29PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Lynx Point/White,60
A678671,,7/12/14,8:31PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A676726,Regan,7/12/14,8:31PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White,60
A677993,*Martha,7/12/14,8:34PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90
A678797,*Emma,7/12/14,8:37PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90
A678942,*Karrie,7/12/14,8:39PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,60
A678969,*Cersei,7/12/14,8:40PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby,90
A680060,*Jelly,7/12/14,8:41PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,60
A678669,*Sweetie,7/12/14,8:44PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A680329,*Maverick,7/12/14,8:45PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White,60
A679932,*Queso,7/12/14,8:46PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A680255,*Carlo,7/12/14,8:48PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,60
A679931,*Salsa,7/12/14,8:48PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A681725,*Danny,7/12/14,8:48PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,60
A679067,Violet,7/13/14,7:58AM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A678609,*Jasper,7/13/14,7:59AM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,90
A680488,*Tabitha,7/13/14,7:59AM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90
A677574,Tuna,7/13/14,7:59AM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90
A682004,Diamond,7/13/14,8:12AM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Red,365
A680535,Rose,7/13/14,8:14AM,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,30
A683620,,7/13/14,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White,365
A681381,Blinky,7/13/14,10:30AM,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A683397,Skye,7/13/14,11:05AM,Return to Owner,,Dog,Spayed Female,4 years,Alaskan Malamute,Gray/White,1460
A683396,Star,7/13/14,11:06AM,Return to Owner,,Dog,Intact Female,2 years,Great Dane,Fawn,730
A683401,,7/13/14,11:19AM,Transfer,Partner,Dog,Intact Female,5 months,Great Pyrenees Mix,White,150
A681425,Deablo,7/13/14,11:20AM,Adoption,,Cat,Neutered Male,5 years,Maine Coon Mix,Brown Tabby/White,1825
A682162,*Gabby,7/13/14,11:25AM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90
A682909,Eevee,7/13/14,11:35AM,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Black/White,365
A677844,Astro,7/13/14,11:37AM,Euthanasia,Suffering,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red/White,730
A683377,,7/13/14,11:41AM,Transfer,Partner,Dog,Intact Female,1 year,Anatol Shepherd Mix,White,365
A682369,Elwood,7/13/14,12:24PM,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier/Cairn Terrier,Tan/Gray,730
A678881,*Clancy,7/13/14,12:27PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Collie Smooth,Black/White,365
A682858,Boy Kitty,7/13/14,12:30PM,Return to Owner,,Cat,Neutered Male,3 years,Ragdoll Mix,Seal Point,1095
A681598,*Luigi,7/13/14,12:52PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby,60
A678701,Jamocha,7/13/14,1:23PM,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,90
A678702,*Junebug,7/13/14,1:24PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Tabby,90
A683487,Bullet,7/13/14,1:26PM,Return to Owner,,Dog,Intact Male,3 years,Miniature Pinscher Mix,Black/Brown,1095
A674130,Roy Jones,7/13/14,1:27PM,Adoption,,Dog,Neutered Male,2 years,Finnish Spitz Mix,Red,730
A683468,Charlie,7/13/14,1:29PM,Adoption,,Dog,Neutered Male,11 months,Miniature Schnauzer Mix,Black/Gray,330
A682785,Lilly,7/13/14,1:42PM,Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Brown,730
A679578,*Gabe,7/13/14,1:59PM,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,Black/White,730
A682472,,7/13/14,2:15PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White,120
A681575,Sandy,7/13/14,2:26PM,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,30
A619865,Chuckie,7/13/14,2:29PM,Adoption,,Dog,Neutered Male,5 years,Rhod Ridgeback/Labrador Retriever,Red/White,1825
A680764,Rico,7/13/14,2:50PM,Adoption,,Dog,Neutered Male,1 year,Blue Lacy Mix,Black/White,365
A680982,*Wicca,7/13/14,2:56PM,Adoption,,Cat,Spayed Female,2 years,Manx Mix,Black,730
A681043,*Xochi,7/13/14,3:14PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White,60
A681768,*Big Red,7/13/14,3:14PM,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Red Tick/Red,2920
A682512,*Luke,7/13/14,3:18PM,Adoption,,Dog,Neutered Male,8 months,Pointer Mix,White/Brown Brindle,240
A668624,Chucho,7/13/14,3:26PM,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,Black/Tan,365
A682945,,7/13/14,3:33PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A683519,,7/13/14,4:23PM,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico,60
A663801,Nirvana,7/13/14,4:39PM,Adoption,,Dog,Spayed Female,3 years,American Pit Bull Terrier/Boxer,White/Brown Brindle,1095
A682584,,7/13/14,4:48PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,365
A683551,Mozart,7/13/14,4:51PM,Return to Owner,,Dog,Neutered Male,5 years,Keeshond Mix,Sable/Tan,1825
A680559,Agnes,7/13/14,4:56PM,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,60
A683351,*Leroy,7/13/14,4:58PM,Died,In Foster,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,21
A683147,Lorelai,7/13/14,5:01PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,60
A681876,,7/13/14,5:04PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,60
A681730,Canelo,7/13/14,5:05PM,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Chocolate/Tan,365
A680459,*Blynken,7/13/14,5:05PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A681426,Angel,7/13/14,5:13PM,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,1825
A670590,*Maestro,7/13/14,5:13PM,Adoption,,Dog,Neutered Male,3 years,Catahoula Mix,Brown Merle,1095
A673682,Lady,7/13/14,5:13PM,Adoption,Foster,Dog,Spayed Female,3 years,Black Mouth Cur/Labrador Retriever,Brown Brindle,1095
A683352,,7/13/14,5:14PM,Adoption,,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Sable/White,60
A683278,*Mittens,7/13/14,5:14PM,Adoption,,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point,365
A680155,Johnny Cash,7/13/14,5:15PM,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,60
A683347,,7/13/14,5:17PM,Adoption,,Dog,Neutered Male,1 year,Dachshund Longhair Mix,Black/Brown,365
A678271,,7/13/14,5:19PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90
A683196,*April,7/13/14,5:24PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,60
A683049,*Piccolo,7/13/14,5:25PM,Adoption,,Dog,Spayed Female,6 months,Dachshund Mix,Red/White,180
A678269,,7/13/14,5:25PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,90
A683241,,7/13/14,5:29PM,Adoption,,Cat,Spayed Female,1 year,Himalayan Mix,Lynx Point,365
A683291,,7/13/14,5:30PM,Adoption,,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point,90
A678122,*Jon,7/13/14,5:33PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90
A681403,*Mr. Pip,7/13/14,5:37PM,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,30
A678214,*Ninja,7/13/14,5:38PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A680070,*Moe,7/13/14,5:39PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90
A679911,*Barnabas,7/13/14,5:42PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A679910,*Fitzwilly,7/13/14,5:43PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black/White,60
A679585,*Olivia,7/13/14,5:49PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,60
A679586,*Ophelia,7/13/14,5:50PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,60
A683384,,7/13/14,5:50PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A667135,Sadie,7/13/14,5:50PM,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Red/White,730
A678077,*Kitkat,7/13/14,5:58PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A681935,*Betty,7/13/14,5:59PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A681930,*Veronica,7/13/14,5:59PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A678124,*Ruby,7/13/14,6:01PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Smoke,90
A678784,*Minnie,7/13/14,6:09PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,90
A678079,*Rolo,7/13/14,6:16PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,90
A683365,*August,7/13/14,6:20PM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/Black,90
A683292,,7/13/14,6:20PM,Adoption,,Cat,Neutered Male,3 months,Domestic Longhair Mix,Brown Tabby,90
A680491,*Tootsie,7/13/14,6:21PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,90
A678125,*Daenerys,7/13/14,6:22PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A677793,*Orlith,7/13/14,6:26PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,60
A678273,,7/13/14,6:33PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A678272,,7/13/14,6:34PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A678128,*Amber,7/13/14,6:37PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90
A680191,Morrigan,7/13/14,6:38PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black Smoke,365
A680914,*Chino,7/13/14,6:38PM,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,730
A682944,,7/13/14,6:42PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,60
A679978,*Mimi,7/13/14,6:48PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A682857,Casper,7/13/14,6:49PM,Return to Owner,,Cat,Neutered Male,1 year,Domestic Longhair Mix,Black,365
A683158,,7/13/14,6:52PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White,60
A674320,Layla,7/13/14,6:52PM,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie/White,1095
A681383,Clyde,7/13/14,6:54PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A678078,*Hershey,7/13/14,6:55PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,90
A679909,*Milicent,7/13/14,6:57PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie/White,60
A679908,*Rosalind,7/13/14,6:58PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie/White,60
A679921,Smokey,7/13/14,7:05PM,Adoption,,Cat,Neutered Male,2 months,Russian Blue Mix,Blue,60
A682623,Izabella,7/13/14,7:10PM,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White,365
A682625,,7/13/14,7:12PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Smoke,60
A679948,Lulu,7/13/14,7:19PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,60
A680044,*Thelma,7/13/14,7:25PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A679979,*Fifi,7/13/14,7:32PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A682724,*Morris,7/13/14,7:37PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A683693,,7/14/14,12:00AM,Transfer,Partner,Bird,Unknown,2 weeks,Grackle Mix,Black/White,14
A683663,,7/14/14,9:00AM,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Orange Tabby,120
A683660,,7/14/14,9:00AM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,730
A683673,,7/14/14,9:00AM,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby,365
A683661,Gracie,7/14/14,10:10AM,Euthanasia,Suffering,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Orange Tabby/White,4015
A683618,,7/14/14,10:47AM,Euthanasia,Suffering,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,21
A683320,*Smokie,7/14/14,11:17AM,Transfer,Partner,Cat,Neutered Male,1 month,Siamese Mix,Blue Point,30
A683503,Mila,7/14/14,11:59AM,Transfer,Partner,Dog,Intact Female,1 year,Shetland Sheepdog,Blue Merle/White,365
A683697,,7/14/14,12:00PM,Euthanasia,Medical,Other,Intact Male,1 year,Opossum Mix,Black/White,365
A682685,*Amelia,7/14/14,12:01PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,365
A681886,Heart,7/14/14,12:26PM,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,730
A670843,Loupgaru,7/14/14,12:31PM,Return to Owner,,Dog,Neutered Male,3 years,Airedale Terrier Mix,Gray/White,1095
A683412,Olaf,7/14/14,12:35PM,Adoption,,Cat,Intact Male,2 months,Siamese Mix,Flame Point,60
A681730,Canelo,7/14/14,12:56PM,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Chocolate/Tan,365
A683046,,7/14/14,1:09PM,Transfer,Partner,Dog,Neutered Male,1 year,German Shorthair Pointer Mix,Liver/White,365
A683411,Bobby,7/14/14,1:09PM,Adoption,,Cat,Intact Male,2 months,Siamese Mix,Flame Point,60
A683336,Rosie,7/14/14,1:32PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White,365
A583162,Jake,7/14/14,1:50PM,Transfer,Partner,Dog,Neutered Male,5 years,German Shorthair Pointer Mix,Chocolate,1825
A683717,,7/14/14,1:56PM,Return to Owner,,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,21
A672691,Jeeves,7/14/14,2:11PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan,730
A683634,,7/14/14,2:36PM,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Shorthair Mix,Cream Tabby,1460
A683413,Harley,7/14/14,2:56PM,Adoption,,Dog,Neutered Male,2 years,Harrier Mix,Black/Brown,730
A681887,*Belle,7/14/14,3:06PM,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue/White,1825
A683339,,7/14/14,3:20PM,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan/White,1460
A682976,*Jamie,7/14/14,3:21PM,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,365
A683523,,7/14/14,3:23PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,30
A683524,,7/14/14,3:23PM,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black Tabby,365
A683525,,7/14/14,3:23PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair,Blue/White,30
A683526,,7/14/14,3:24PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair,Blue Tabby/White,30
A683527,,7/14/14,3:24PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair,Black,30
A681557,Will,7/14/14,3:41PM,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue Tabby,1825
A682053,Ellie,7/14/14,4:03PM,Adoption,,Dog,Spayed Female,2 months,American Staffordshire Terrier/Labrador Retriever,Black/White,60
A682596,,7/14/14,4:17PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,120
A637206,Rex,7/14/14,4:50PM,Return to Owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan,730
A680883,*Minkus,7/14/14,4:55PM,Adoption,,Dog,Neutered Male,2 years,Chinese Sharpei Mix,Brown Brindle,730
A682446,Crybaby,7/14/14,5:06PM,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby,1460
